user_id,inquiry_time,category,content,is_price_complaint
tb_6216018,2023-01-11 20:16:01,赠品活动,您好，能送两个化妆棉吗不,False
tb_5440929,2023-01-08 16:05:46,会员积分,积分什么时候过期？,False
tb_5836633,2023-01-15 00:11:08,活动咨询,亲，马上弄算不算大促的优惠阿,False
tb_5266716,2023-01-15 04:31:16,地址修改,快递在路上可以改地址吗？😣,False
tb_6905176,2023-01-14 02:49:03,物流进度,麻烦帮我催一下单子,False
tb_1043058,2023-01-07 17:52:27,活动咨询,我说年货节怎么玩不,False
tb_2029779,2023-01-12 10:07:08,色号推荐,上班涂斩男色会不会太红了呗,False
tb_7388012,2023-01-09 02:51:53,价格异常,直播说是这个价，怎么这里不一样？,False
tb_4466108,2023-01-15 18:21:03,发货时效,北京三天内能到吗？,False
tb_5444827,2023-01-15 16:14:33,赠品活动,嗨，主播那里送的小镜子这里也有吗呢,False
tb_3525072,2023-01-13 23:27:44,价格咨询,嗨，是不是先涨价再降价的套路呀呢,False
tb_7311681,2023-01-13 07:33:16,优惠规则,亲，不同颜色凑单还能参加买一送一吗呗,False
tb_9281611,2023-01-10 03:25:25,下单前咨询,现在拍下能发货吗？,False
tb_6742161,2023-01-09 22:00:37,会员积分,客官，积分有啥用不,False
tb_3436496,2023-01-13 05:04:12,我要投诉,嗨，我要举报你们店铺，售假💩,False
tb_6841160,2023-01-09 23:25:39,活动咨询,在吗？最近什么时候开始...,False
tb_4980127,2023-01-13 02:12:12,活动咨询,客官，最近和双12哪个更划算阿,False
tb_5563056,2023-01-09 15:49:39,售后进度,收到退货了吗呢🥺,False
tb_2400485,2023-01-08 12:15:47,物流进度,包裹能不能加快派送？,False
tb_3495979,2023-01-11 03:08:53,使用方法,涂完之后表面会黏头发吗？,False
tb_1561251,2023-01-07 17:39:21,色号推荐,在么送老婆的生日礼物，她是大干皮，选哪个好呗,False
tb_9086908,2023-01-14 13:46:21,活动咨询,那个，有没有聚划算活动阿,False
tb_9935775,2023-01-15 03:34:58,发货时效,苏州拍下多久能发？,False
tb_6689786,2023-01-07 12:03:51,下单前咨询,在吗？这两支哪个更适合日常涂？,False
tb_8502685,2023-01-15 03:32:16,发货时效,大促期间发货会慢吗？,False
tb_6526889,2023-01-14 13:56:08,物流进度,我就问下，帮我看一下单子，太慢了呗,False
tb_5142914,2023-01-15 11:47:58,活动咨询,我想问下立刻拍能享受最近的优惠吗？？,False
tb_1699900,2023-01-08 03:08:14,价格咨询,亲，是不是先涨价再降价的套路呀阿,False
tb_2911925,2023-01-11 13:51:09,物流进度,单子是不是丢件了？,False
tb_3470513,2023-01-08 17:42:53,优惠规则,嗨，为什么领的券付款时显示不可用！,False
tb_3028501,2023-01-12 10:32:48,发货时效,我说我家这边中通经常不行，能发EMS吗...,False
tb_3593952,2023-01-10 19:58:02,发票与支付,嗨，开发票吗吗,False
tb_1761138,2023-01-11 04:57:46,物流进度,我就问下，运输中是到哪了,False
tb_4847358,2023-01-11 03:45:16,色号推荐,冷白皮涂胡萝卜色会不会显老气呗,False
tb_9390376,2023-01-12 05:00:50,赠品活动,亲，这个套餐送什么礼品阿,False
tb_1222277,2023-01-10 06:04:54,退款售后,在哪里申请退款？,False
tb_5978901,2023-01-14 06:12:15,发货时效,嗨，我家这边韵达经常不行，能发邮政吗！,False
tb_6214194,2023-01-07 12:04:27,赠品活动,您好，大促活动送什么礼品！,False
tb_4928098,2023-01-07 23:01:27,其他咨询,测试一下,False
tb_9524698,2023-01-12 21:14:59,价格咨询,嗨，奶茶色和车厘子的价格是一样的吗呀,True
tb_4348695,2023-01-15 12:19:19,活动咨询,那个，多会儿开始限时抢购？？,False
tb_2446335,2023-01-11 04:12:17,地址修改,可以帮我改下收货地址吗？,False
tb_9773160,2023-01-15 12:31:29,价格咨询,亲，能不能打个折不,False
tb_3840798,2023-01-09 01:42:14,物流进度,在么发到内蒙古居然要这么久？？,False
tb_4051002,2023-01-10 01:48:28,色号推荐,不知道老妈喜欢什么颜色，有没有喜庆的？？,False
tb_2677589,2023-01-13 10:04:10,发货时效,广州发货慢吗？,False
tb_6714743,2023-01-11 01:16:58,活动咨询,麻烦问下，现在拍能享受活动的优惠吗...,False
tb_3316813,2023-01-11 00:07:57,我要投诉,在么把你们主管叫出来,False
tb_8964802,2023-01-14 01:21:25,物流进度,包裹会不会寄丢了？,False
tb_3025015,2023-01-14 13:41:57,物流进度,在吗？能联系快递员派送吗不,False
tb_8639201,2023-01-09 19:30:50,赠品活动,我想问下节日活动有什么美妆蛋吗,False
tb_9165172,2023-01-07 22:18:12,活动咨询,我说活动优惠多还是双十一优惠多阿,False
tb_1761713,2023-01-08 12:23:00,成分安全,有没有酒精？我怕辣嘴巴,False
tb_3107185,2023-01-11 20:38:14,活动咨询,客官，目前的金额是年货节价吗不,False
tb_9981988,2023-01-14 07:03:57,使用方法,能不能用来当腮红用？,False
tb_3765302,2023-01-12 08:39:25,赠品缺失,赠品是不是忘发了？我看直播间都有的,False
tb_3601898,2023-01-15 16:13:17,有包装盒吗,能不能帮我包好看点？我想写张贺卡,False
tb_7278717,2023-01-10 16:33:18,色号推荐,我就问下，斩男色会不会比奶茶色更深一点？,False
tb_3845950,2023-01-07 19:55:31,优惠规则,在吗？一定要弄两件才有优惠吗，单件没折扣吗不,False
tb_6305528,2023-01-09 23:30:34,赠品活动,嗨，下单 2 支 是送 2 个 mini唇釉 吗吗,False
tb_8994807,2023-01-15 15:44:46,色号推荐,亲，嘴唇发紫，涂砖红会不会显脏！,False
tb_5058589,2023-01-15 13:06:09,价格咨询,怎么涨价了，太慢了...📦,False
tb_6961471,2023-01-08 04:41:53,物流进度,可以帮忙催下单子吗？,False
tb_9982470,2023-01-12 01:04:53,商品咨询,这个唇釉遮盖力怎么样？深唇能盖住吗,False
tb_4525375,2023-01-10 14:18:48,活动咨询,亲，什么时候有活动呢,False
tb_9905993,2023-01-14 20:56:01,破损漏液,包装坏了！,False
tb_2406727,2023-01-12 06:09:55,物流进度,客官，运输中是到哪了？,False
tb_4823220,2023-01-11 12:48:48,发货时效,我就问下，现在拍下好久能发出！🆘,False
tb_2917283,2023-01-13 20:40:31,质量问题,我就问下，涂上嘴巴起皮严重，拔干！,False
tb_7366586,2023-01-14 12:07:12,地址修改,可以改成驿站自提吗,False
tb_7769234,2023-01-08 05:32:42,优惠规则,我就问下，我差几块钱满减，有没有凑单链接...,False
tb_4712934,2023-01-15 05:43:47,优惠规则,麻烦问下，系统是不是出bug了，优惠券用不了！,False
tb_4493037,2023-01-15 14:45:04,物流进度,你好，是不是丢件了？多久能到不,False
tb_5796632,2023-01-15 06:41:26,物流进度,包裹会不会寄丢了？🧐,False
tb_8114272,2023-01-15 06:29:21,库存与补货,我就问下，Coral还有吗呢,False
tb_3293247,2023-01-10 01:25:12,会员积分,积分能兑换什么？,False
tb_9633921,2023-01-12 01:36:29,物流进度,您好，发到东北居然要这么久！,False
tb_3346178,2023-01-13 14:37:22,我要投诉,快递员态度太垃圾了，我要投诉{express,False
tb_2693900,2023-01-09 00:25:05,赠品活动,在么大促活动送什么mini唇釉不,False
tb_9141524,2023-01-13 12:00:15,会员权益,怎么成为会员,False
tb_4182565,2023-01-11 03:57:59,色号推荐,在么去面试，想涂个自然点的呗,False
tb_9807549,2023-01-15 17:15:04,赠品活动,你好，可以加送个赠品吗吗,False
tb_2577584,2023-01-13 10:15:30,商品咨询,我就问下，是新款吗呀,False
tb_4796401,2023-01-10 08:00:24,价格咨询,嗨，我看免税店才卖几十块，你们能打个折吗阿📦,False
tb_9366950,2023-01-13 14:22:08,质地与妆效,是那种水光感还是油润感？,False
tb_8186324,2023-01-14 11:00:46,优惠规则,在么这俩红包可以一块儿用吗吗,False
tb_4288126,2023-01-11 03:44:07,价格咨询,我就问下，能不能便宜点...,False
tb_7000932,2023-01-08 20:37:50,退款售后,退款什么时候到账？,False
tb_8157956,2023-01-14 23:22:20,价格咨询,麻烦问下，会员米是多少呀吗,False
tb_1528704,2023-01-07 04:37:24,色号推荐,麻烦问下，面试，草莓红会不会太有攻击性呢,False
tb_3499086,2023-01-14 02:56:54,价格异常,买两件不是更便宜吗,False
tb_7965574,2023-01-14 09:18:21,价格咨询,在吗？隔壁家比你家少多了不,False
tb_2726206,2023-01-14 21:39:50,色号推荐,在吗？唇色深求种草，豆沙色会不会涂不匀...,False
tb_4066944,2023-01-12 09:49:38,活动咨询,客官，有没有限时抢购活动阿,False
tb_6394264,2023-01-07 08:54:17,会员权益,在吗？怎么入会！,False
tb_2480683,2023-01-13 07:36:08,活动咨询,那个，怎么参加这个打折吗,False
tb_9408404,2023-01-07 19:08:15,色号推荐,在吗？给领导下单，要那种包装盒好看颜色又正的阿,False
tb_2934998,2023-01-07 23:00:03,赠品活动,那个，直播间送的美妆蛋这里也有吗...,False
tb_8523374,2023-01-13 17:38:54,有包装盒吗,可以礼品包装吗？要那个粉色的盒子,False
tb_3791971,2023-01-13 03:07:38,退款售后,退了多久能收到钱？,False
tb_3499418,2023-01-13 15:21:37,价格咨询,我说如果不想要化妆棉能给个内部价吗呗,False
tb_9629066,2023-01-09 15:35:00,地址修改,我要改电话号码,False
tb_1824401,2023-01-09 15:54:16,色号推荐,在么送给领导囤哪个色号气场全开阿,False
tb_5461878,2023-01-12 16:25:35,物流进度,在吗？包裹卡在东北好几天了不,False
tb_4627678,2023-01-15 16:05:55,赠品活动,满减和赠品能一起享受吗阿,False
tb_9919768,2023-01-07 06:02:21,色号推荐,我就问下，我是白皮，求安利个气场全开的颜色呀,False
tb_2096509,2023-01-12 00:21:53,正品咨询,有防伪标吗？能过APP验证吗？,False
tb_7147816,2023-01-13 18:19:56,活动咨询,麻烦问下，马上是不是已经出活动价了呗,False
tb_9728215,2023-01-11 02:02:33,赠品活动,亲，满减和礼品能一起享受吗吗,False
tb_5195466,2023-01-09 00:21:19,物流进度,快递显示揽收是什么意思？,False
tb_7702448,2023-01-09 17:33:46,有包装盒吗,在么有袋子吗吗,False
tb_9498399,2023-01-10 08:43:20,活动咨询,在么大促是几号出活动价呗,False
tb_1424386,2023-01-09 03:19:18,价格咨询,主播那里拍下是不是更低不,False
tb_3358485,2023-01-08 12:14:46,物流进度,麻烦问下，，这也太慢了吧吗,False
tb_9913872,2023-01-15 20:16:07,赠品活动,那个，直播间和店铺的礼品一样吗不,False
tb_7809542,2023-01-12 13:18:54,成分安全,孕妇可以用吗？,False
tb_6492470,2023-01-11 00:46:10,赠品活动,亲，拍单支送什么小样吗,False
tb_7585555,2023-01-10 03:37:56,价格咨询,你好，如果不想要小样能优惠点吗呢,False
tb_8301956,2023-01-13 16:46:59,会员权益,入会有什么礼包吗？💋,False
tb_3714620,2023-01-08 17:39:42,商品咨询,您好，这个遮盖力怎么样阿,False
tb_8600190,2023-01-12 09:20:04,持久与沾杯,成膜后还会沾杯吗？,False
tb_8915427,2023-01-10 10:13:25,活动咨询,马上的金额是活动价吗！,False
tb_7983964,2023-01-15 04:47:51,库存与补货,嗨，405什么时候有货呀,False
tb_7349267,2023-01-12 02:31:27,有包装盒吗,能不能帮我备注下是要送人的？😣,False
tb_6370658,2023-01-12 02:36:54,商品咨询,这款是新款还是旧款？,False
tb_2909787,2023-01-15 09:20:45,色号推荐,亲，想送给女朋友，砖红合适吗吗,False
tb_9409724,2023-01-09 21:06:12,订单修改,车厘子能换成奶茶色吗📦,False
tb_8949504,2023-01-14 17:59:05,物流进度,快递是不是丢件了？,False
tb_5356134,2023-01-09 13:39:33,价格咨询,我就问下，我看别人家才卖几十块，你们能便宜点吗！🆗,False
tb_8685521,2023-01-12 07:42:29,赠品活动,我就问下，凑够多少才有小镜子拿吗,False
tb_3321819,2023-01-14 19:01:41,活动咨询,我就问下，马上是不是已经出活动价了！,False
tb_4822111,2023-01-15 01:49:26,赠品活动,在吗？大促活动送什么试色卡吗,False
tb_3069516,2023-01-08 02:23:08,活动咨询,我就问下，怎么参加这个满减活动阿,False
tb_7148562,2023-01-12 18:45:58,我要投诉,客官，客服态度太差了呢,False
tb_9279230,2023-01-11 21:37:10,活动咨询,那个，目前拍能享受活动的优惠吗...,False
tb_1392709,2023-01-08 22:39:37,发货时效,那个，马上拍下几点能发走呀,False
tb_7373662,2023-01-14 15:03:06,优惠规则,优惠券在哪领呗,False
tb_9039738,2023-01-15 11:47:43,色号推荐,亲，想要一个喜庆的颜色，Cherry行吗不😘,False
tb_1670413,2023-01-08 08:02:39,赠品活动,节日活动有什么东西！,False
tb_4607316,2023-01-11 09:01:50,发货时效,杭州多久可以发出？,False
tb_6459703,2023-01-10 18:24:29,活动咨询,你好，年货节什么时候结束呗,False
tb_5854676,2023-01-13 05:07:56,色号推荐,您好，我是典型的深唇，涂白桃乌龙会不会显黑！,False
tb_3607490,2023-01-13 23:17:01,保质期咨询,发过来的货不会是临期的吧,False
tb_1075569,2023-01-14 02:05:35,发货时效,❓我是急单，新疆能不能今天发？,False
tb_4851623,2023-01-08 17:50:08,活动咨询,你好，最近和双十二哪个更力度大不,False
tb_5512428,2023-01-13 21:41:10,活动咨询,客官，近期会有什么打折安排吗阿,False
tb_8891076,2023-01-12 21:30:01,价格咨询,我想问下怎么涨价了，这也不行那也不行阿,False
tb_2568810,2023-01-10 22:09:59,发票与支付,嗨，开发票吗呗,False
tb_9203404,2023-01-14 09:04:58,活动咨询,我就问下，活动划算还是618划算不,False
tb_6711821,2023-01-07 12:17:44,退款售后,能不能直接退款？🤝,False
tb_3287206,2023-01-15 08:23:37,发货时效,上海下单后多久发货？,False
tb_9615257,2023-01-10 02:50:22,活动咨询,您好，年货节怎么玩呗,False
tb_8727773,2023-01-13 22:23:23,色号推荐,你好，黄皮闭眼入哪个颜色！,False
tb_2174691,2023-01-13 17:19:35,价格咨询,我想问下你们这有保价期吗，刚买完就降价怎么算！,False
tb_6421289,2023-01-15 19:50:37,发货时效,发到内蒙古要多久？,False
tb_4498656,2023-01-12 09:17:58,赠品活动,这会儿最近礼品有哪些呗,False
tb_9965531,2023-01-07 06:35:22,地址修改,电话写错了，能改一下吗,False
tb_9575417,2023-01-07 01:13:51,色号推荐,嗨，999和奶茶色哪个更喜庆呀,False
tb_2136679,2023-01-08 20:54:40,价格咨询,您好，怎么涨价了，太慢了不,False
tb_3777967,2023-01-07 13:08:12,色号推荐,你好，有没有适合黄黑皮的本命色号吗🙄,False
tb_2413643,2023-01-07 17:01:06,赠品活动,我就问下，目前囤送什么小镜子呀,False
tb_8024782,2023-01-10 06:35:18,退款售后,退款什么时候到账？🆗,False
tb_5619060,2023-01-09 16:10:27,地址修改,可以改成驿站自提吗,False
tb_7476718,2023-01-14 21:49:17,商品咨询,您好，净含量多少呢,False
tb_8060606,2023-01-07 22:20:08,发货时效,能不能加急揽收，我要送人的呢,False
tb_1457984,2023-01-13 12:39:55,商品咨询,净含量是多少克呀？,False
tb_1801195,2023-01-11 07:07:12,色号推荐,嗨，不知道小姨喜欢什么颜色，有没有提气色的吗,False
tb_4324870,2023-01-12 07:35:54,其他咨询,怎么不说话？,False
tb_2577997,2023-01-07 12:19:41,色号推荐,那个，想弄斩男色，但是怕不适合深唇，要不要换砖红吗,False
tb_6516684,2023-01-13 04:42:13,色号推荐,麻烦问下，去上班，想涂个百搭不踩雷点的？？,False
tb_1458586,2023-01-12 15:44:49,物流进度,客官，我的单子怎么不动了呀,False
tb_5923663,2023-01-12 22:08:45,使用方法,是用手指晕开好看还是直接涂？,False
tb_2803662,2023-01-10 04:50:40,退款售后,嗨，我想退款...📦,False
tb_8263670,2023-01-11 10:00:50,发货时效,杭州多久发货？,False
tb_2691191,2023-01-09 08:55:50,发票与支付,在么开发票吗呀,False
tb_9827334,2023-01-09 10:01:00,活动咨询,嗨，促销规则是怎样的吗,False
tb_2810128,2023-01-07 18:17:28,质地与妆效,过一会颜色会氧化变深吗？,False
tb_8564705,2023-01-09 11:07:40,活动咨询,那个，现在已经开始大促了吗呢,False
tb_4797450,2023-01-09 18:27:39,保质期咨询,在吗？保质期到啥时候呢,False
tb_2518149,2023-01-10 19:07:19,订单修改,在吗？我想换个色阿,False
tb_2043157,2023-01-11 21:17:34,活动咨询,我说现在拍能享受活动的优惠吗不😊,False
tb_2798664,2023-01-09 00:40:28,其他咨询,人呢？,False
tb_9702735,2023-01-10 20:30:08,活动咨询,在么现在已经开始促销了吗？？,False
tb_7414856,2023-01-12 09:30:50,物流进度,嗨，帮我核实一下货，太慢了...,False
tb_9413460,2023-01-08 17:53:03,地址修改,能改成公司地址吗？,False
tb_6597878,2023-01-10 15:44:43,正品咨询,为什么你家比专柜便宜这么多？是正品吗？,False
tb_4632526,2023-01-15 02:31:50,活动咨询,嗨，活动怎么玩呀,False
tb_5440560,2023-01-07 00:38:00,地址修改,能帮我拦截一下改地址吗？,False
tb_3462724,2023-01-10 14:04:19,持久与沾杯,去游泳防水吗,False
tb_4654649,2023-01-12 22:04:20,物流进度,到佛山的，我的单子怎么不动了？,False
tb_8938102,2023-01-08 02:59:50,订单修改,我想把胡萝卜色换成豆沙色,False
tb_7297690,2023-01-13 19:43:25,赠品活动,在吗？下单两件送什么试色卡呀,False
tb_1883045,2023-01-11 19:41:40,发票与支付,您好，能分期吗吗,False
tb_7623221,2023-01-15 08:39:30,赠品活动,我就问下，搞两件送什么赠品阿,False
tb_3596002,2023-01-09 16:04:35,价格异常,我自己算的和你们不一样,False
tb_2356612,2023-01-15 12:59:05,赠品活动,在吗？化妆镜是不是送完了呢,False
tb_5304706,2023-01-07 06:36:39,发货时效,东北多久能收到？,False
tb_9147587,2023-01-15 23:30:50,发货时效,杭州可以当天发货吗？,False
tb_7418797,2023-01-11 15:09:51,赠品活动,麻烦问下，直播间送的小样这里也有吗！,False
tb_1968701,2023-01-08 17:53:31,使用方法,我就问下，怎么涂好看不,False
tb_5332184,2023-01-15 09:30:28,发货时效,嗨，春节前我能收到单子吗呢🙄,False
tb_2284634,2023-01-12 20:27:38,价格咨询,我想问下这会儿是大促最低价钱吗？？,False
tb_2696233,2023-01-09 07:52:08,订单修改,我想把初恋色换成Coral,False
tb_7869446,2023-01-11 15:59:41,成分安全,成分表发我看一下，我是敏感肌,False
tb_2490980,2023-01-07 14:09:16,物流进度,包裹怎么好几天没动静？,False
tb_6790101,2023-01-14 17:41:00,赠品活动,您好，美妆蛋是不是随机发颜色的吗,False
tb_4488878,2023-01-12 17:07:02,物流进度,到北京的，我的包裹怎么不动了？,False
tb_7745931,2023-01-08 09:08:55,价格咨询,我想问下马上是活动最低费用吗不,False
tb_9947663,2023-01-14 02:32:10,价格咨询,你好，豆沙色和姨妈色的价格是一样的吗不,True
tb_9658402,2023-01-12 19:42:28,价格咨询,我就问下，加上运费一共多少价钱？？,False
tb_9417156,2023-01-11 07:56:22,会员积分,买了没积分呀？,False
tb_7154972,2023-01-12 15:32:24,售后进度,在么退款多会儿到账阿,False
tb_2669829,2023-01-11 11:59:30,优惠规则,我说跨店满减怎么用？？,False
tb_1228352,2023-01-11 12:29:16,赠品活动,我说直播间说送礼品，这里送吗呗,False
tb_8462580,2023-01-14 00:37:17,物流进度,可以帮忙催下货吗？,False
tb_6346638,2023-01-08 10:02:36,发货时效,内蒙古过年前还能收到吗,False
tb_2249021,2023-01-08 04:04:05,订单修改,我说拍错规格了...,False
tb_8285750,2023-01-13 21:41:26,活动咨询,那个，最近和双12哪个更优惠多...,False
tb_9729798,2023-01-07 23:46:30,物流进度,单子怎么好几天没动静？,False
tb_2365341,2023-01-15 09:42:28,发货时效,广州春节前能收到吗？🙏,False
tb_5257546,2023-01-15 07:31:34,色号推荐,在吗？后妈色和后妈色哪个更提气色吗,False
tb_9187146,2023-01-11 08:07:26,商品咨询,味道好闻吗？是水果味还是巧克力味？📦,False
tb_9641477,2023-01-10 14:51:24,保质期咨询,在吗？日期新鲜吗？？,False
tb_2426513,2023-01-09 21:36:35,发票与支付,客官，开发票吗阿,False
tb_9138272,2023-01-14 19:40:38,色号推荐,我说初恋色会不会比斩男色更深一点？？💖,False
tb_7523477,2023-01-11 19:34:24,价格咨询,嗨，能不能便宜点吗,False
tb_7899612,2023-01-09 12:17:35,价格咨询,亲，我看免税店才卖几十块，你们能优惠点吗？？,False
tb_1649545,2023-01-15 23:01:21,价格咨询,您好，车厘子单支多少价钱呗,False
tb_3995631,2023-01-11 22:55:51,色号推荐,我想问下我是嘴唇发紫，涂烂番茄色能盖住吗呗,False
tb_4867915,2023-01-11 20:22:14,优惠规则,在吗？这个砖红参加满300减30吗呗,False
tb_2537621,2023-01-08 12:28:32,物流进度,发到佛山居然要这么久？,False
tb_8302776,2023-01-07 19:48:11,我要投诉,你们客服什么态度？复读机吗？服了🙄,False
tb_7164741,2023-01-07 12:34:01,色号推荐,你好，我是典型的白皮，涂Coral会不会显黑阿,False
tb_8262375,2023-01-15 09:57:09,发货时效,客官，承诺几号发出呀？？,False
tb_9735306,2023-01-11 05:36:59,活动咨询,我就问下，大促啥时候预热？？❓,False
tb_1183780,2023-01-12 20:13:10,赠品活动,我想问下这个有礼品送吗不💅,False
tb_5408939,2023-01-08 19:30:10,售后进度,为什么极速退款失败了？,False
tb_5290924,2023-01-08 01:56:51,价格咨询,在么专柜比你家少多了吗,False
tb_7789402,2023-01-09 04:23:21,色号推荐,我就问下，烂番茄色和烂番茄色哪个更适合冷白皮淡妆涂吗,False
tb_7030681,2023-01-11 08:26:55,库存与补货,这个什么时候有货呀？👀,False
tb_1007467,2023-01-09 00:01:13,色号推荐,我就问下，浅唇涂烂番茄色会变色吗呗,False
tb_5407567,2023-01-12 15:31:21,发货时效,上海发货慢吗？,False
tb_8674246,2023-01-11 13:36:37,优惠规则,在么一定要囤两件才有优惠吗，单件没折扣吗吗,False
tb_4501841,2023-01-09 12:20:12,地址修改,手机号填错了可以改吗？,False
tb_6760906,2023-01-13 20:39:58,活动咨询,麻烦问下，秒杀怎么参加！,False
tb_5653932,2023-01-09 17:07:27,成分安全,这款有没有做过动物实验,False
tb_6655580,2023-01-07 09:02:51,色号推荐,我说送闺蜜的话，405会不会太艳了阿,False
tb_7199066,2023-01-07 08:04:41,价格咨询,你好，我是老买家了，能便宜点不不,False
tb_6270411,2023-01-11 13:21:18,赠品活动,那个，这会儿拍有送赠品吗？,False
tb_3422506,2023-01-13 21:39:29,发货时效,天津多久发货？,False
tb_8013344,2023-01-09 10:08:59,我要投诉,虚假宣传，我要去平台举报怎么回事,False
tb_8443215,2023-01-07 12:35:47,地址修改,没发货前能改地址吗？,False
tb_3536941,2023-01-09 13:04:39,色号推荐,在么求种草一个适合过年涂的颜色呗😊,False
tb_6166363,2023-01-09 07:05:11,物流进度,包裹今天能派送吗,False
tb_2530644,2023-01-14 14:45:28,赠品活动,我就问下，能不能加送个赠品呗,False
tb_9703245,2023-01-15 23:37:59,物流进度,可以帮忙催下快递吗？,False
tb_2941223,2023-01-11 19:12:48,活动咨询,马上拍能享受最近的优惠吗呀,False
tb_3023710,2023-01-08 05:05:07,优惠规则,入会券和入会券能叠加不！,False
tb_7124676,2023-01-07 11:21:43,色号推荐,我就问下，明天要出门，有没有合适的种草！,False
tb_2796932,2023-01-12 05:22:57,破损漏液,收到就是干的，是不是漏气了？,False
tb_9765244,2023-01-07 08:41:05,色号推荐,那个，浅唇涂初恋色会变色吗吗,False
tb_5643044,2023-01-11 05:26:09,色号推荐,在吗？黄皮闭眼入哪个颜色呀,False
tb_5469394,2023-01-10 05:22:44,物流进度,🧐您好，快递卡在新疆好几天了，服了呢,False
tb_4197731,2023-01-10 17:25:18,活动咨询,在吗？大促规则是怎样的呀,False
tb_8313810,2023-01-14 20:48:11,售后进度,财务什么时候审核呀？,False
tb_4705027,2023-01-08 00:45:06,发票与支付,我想问下能分期吗不,False
tb_8559338,2023-01-07 16:49:22,售后进度,那个，收到退货了吗呗,False
tb_5666304,2023-01-11 13:23:04,赠品活动,我想问下美妆蛋需要买几支才送阿,False
tb_4988005,2023-01-14 07:34:29,其他咨询,emmm,False
tb_4157958,2023-01-10 07:31:04,赠品活动,最近有送试用装吗？？,False
tb_8111639,2023-01-15 17:00:52,优惠规则,客官，你们这满减规则太绕了，看晕了？？,False
tb_8463202,2023-01-07 23:15:00,色号推荐,您好，去过年，想涂个百搭不踩雷点的！,False
tb_6378710,2023-01-11 19:55:35,色号推荐,我说送领导的话，南瓜色会不会太艳了阿,False
tb_7502004,2023-01-09 10:05:50,优惠规则,我说搞半天代金券抵扣不了，服了吗,False
tb_9526242,2023-01-15 01:06:17,库存与补货,有没有现货可以马上发？,False
tb_3752602,2023-01-11 18:48:31,订单修改,给我把胡萝卜色换成后妈色😭,False
tb_1089508,2023-01-15 10:42:03,色号推荐,给妹子弄，要那种礼盒好看颜色又正的阿,False
tb_6411283,2023-01-08 14:31:04,价格咨询,嗨，为什么你家钱比专柜贵这么多呀,True
tb_8811626,2023-01-12 01:40:34,优惠规则,我就问下，商品券和跨店满减券可以一块儿用吗？？,False
tb_1400267,2023-01-12 16:07:09,会员积分,积分能兑换什么,False
tb_8621617,2023-01-13 18:33:08,其他咨询,这就没人理了吗？,False
tb_4933784,2023-01-07 19:34:05,退款售后,钱什么时候退给我？,False
tb_1756200,2023-01-10 05:46:00,活动咨询,亲，大促持续几天呀？,False
tb_9758650,2023-01-08 17:12:02,退款售后,钱什么时候退给我,False
tb_1509276,2023-01-09 23:33:54,活动咨询,在吗？现在已经开始活动了吗吗💖,False
tb_3882153,2023-01-13 12:23:28,保质期咨询,保质期到几号...,False
tb_3514915,2023-01-10 12:33:20,发货时效,苏州多久可以发出？,False
tb_3715044,2023-01-12 15:45:18,色号推荐,嗨，不知道女朋友喜欢什么颜色，有没有喜庆的不,False
